GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0003203	endocardial cushion morphogenesis	0.0485614087855005	0.0485614087855005	+1	ROBO1,BMP2,BMP5,TBX2
GO:0060713	labyrinthine layer morphogenesis	0.0485614087855005	0.0485614087855005	+1	ZFP36L1,FGFR2,BMP5
GO:0048041	focal adhesion assembly	0.0485614087855005	0.0485614087855005	+1	LIMCH1,SFRP1,FERMT2,NRP1,PTPRK,CDH11
GO:0010573	vascular endothelial growth factor production	0.0485614087855005	0.0485614087855005	+1	PTGS2,CCBE1,RORA
GO:0071542	dopaminergic neuron differentiation	0.0485614087855005	0.0485614087855005	+1	MANF,LRP6,SFRP1
GO:0071621	granulocyte chemotaxis	0.0485614087855005	0.0485614087855005	+1	CCL3,ITGA1,CX3CL1,CXADR,CCR7
GO:0071675	regulation of mononuclear cell migration	0.0485614087855005	0.0485614087855005	+1	CCL3,DEFB124,GCSAML,CCR7,CXCL12,IL12A,BMP5
GO:0007043	cell-cell junction assembly	0.0485614087855005	0.0485614087855005	+1	CDH4,CDH19,CDH9
GO:0006694	steroid biosynthetic process	0.0485614087855005	0.0485614087855005	+1	SDR42E1,CYP46A1,CYP2R1,HSD17B7,BMP2,NR1H4,BMP5,APOB,PROX1
GO:0010839	negative regulation of keratinocyte proliferation	0.0487144845505089	0.0487144845505089	+1	ZEB1,FGFR2,PTPRK
GO:0050954	sensory perception of mechanical stimulus	0.0487144845505089	0.0487144845505089	+1	COL2A1,SCN11A,LRIG1,CXCL12,CCDC50,TJP1,LARGE,MYO6,EYA1
GO:0043413	macromolecule glycosylation	0.049148110994528	0.049148110994528	+1	DPM2,ALG10,ST8SIA5
GO:0006486	protein glycosylation	0.049148110994528	0.049148110994528	+1	DPM2,ALG10,ST8SIA5
GO:0060412	ventricular septum morphogenesis	0.0497355988501365	0.0497355988501365	+1	ROBO1,TGFBR3,FGFR2,PROX1
GO:0170014	ankyrin-1 complex	0.00014845618693748	0.00014845618693748	+1	GYPB,GYPA,ANK1
GO:0005579	membrane attack complex	0.000323860944434297	0.000323860944434297	+1	C7,C8A,C8B,C6
GO:0005912	adherens junction	0.000719547372115509	0.000719547372115509	+1	CDH4,CDH19,CDH9,CXADR,FERMT2,SHROOM3,CNN3,TJP1,DSC2,PTPRM,PTPRK,CDH2,CDH11,MAGI1
GO:0016342	catenin complex	0.00182074795400705	0.00182074795400705	+1	CDH4,CDH19,CDH9
GO:0150034	distal axon	0.00182074795400705	0.00182074795400705	+1	LAMP5,STMN4,ZNF804A,SLC8A3,CABP4,SCN11A,BRSK1,APBB2,GAP43,CXADR,NTRK2
GO:0031430	M band	0.0056727590905171	0.0056727590905171	+1	TRIM63,ANK1,SPTBN1
GO:0031901	early endosome membrane	0.00791078005248797	0.00791078005248797	+1	SLC35D3,LAMP5,SLC5A7,ATP13A4,CAV1,WLS,LRP6,NTRK2
GO:0005604	basement membrane	0.00831008229434717	0.00831008229434717	+1	ACAN,COL2A1,LAMB4,LAMA4,SMOC1,SMOC2
GO:0099501	exocytic vesicle membrane	0.00831008229434717	0.00831008229434717	+1	SLC35D3,LAMP5,SLC5A7
GO:0030672	synaptic vesicle membrane	0.00831008229434717	0.00831008229434717	+1	SLC35D3,LAMP5,SLC5A7
GO:0030426	growth cone	0.00947893048278178	0.00947893048278178	+1	LAMP5,STMN4,ZNF804A,SCN11A,APBB2,GAP43,CXADR
GO:0030427	site of polarized growth	0.0109285295012748	0.0109285295012748	+1	LAMP5,STMN4,ZNF804A,SCN11A,APBB2,GAP43,CXADR
GO:0030175	filopodium	0.0127953192793707	0.0127953192793707	+1	GAP43,CXADR,FARP1,RAPH1,KITLG,MYO1B,MYO6,FAT1
GO:0031672	A band	0.0134745899513054	0.0134745899513054	+1	TRIM63,ANK1,SPTBN1
GO:0031674	I band	0.0168004679194567	0.0168004679194567	+1	REM1,MYO18B,TRIM63,ANK1
GO:0046930	pore complex	0.017988904888572	0.017988904888572	+1	C7,C8A,C8B,C6
GO:0043197	dendritic spine	0.0183801947630863	0.0183801947630863	+1	ZNF804A,P2RX6,SLC8A3,DNAJB1,APBA1,NTRK2,FARP1
GO:0044309	neuron spine	0.0200032248460511	0.0200032248460511	+1	ZNF804A,P2RX6,SLC8A3,DNAJB1,APBA1,NTRK2,FARP1
GO:0008021	synaptic vesicle	0.0224192249842626	0.0224192249842626	+1	SLC35D3,LAMP5,SLC5A7
GO:0005891	voltage-gated calcium channel complex	0.024541736077147	0.024541736077147	+1	CATSPER1,CACNA1I,SCN11A
GO:0016323	basolateral plasma membrane	0.0257938192748288	0.0257938192748288	+1	CALHM3,AQP10,ANK1,CAV1,CXADR,TJP1,ENPP1,CDH2,HPGD,SLC22A3,SLCO1B1,CADM1
GO:0070382	exocytic vesicle	0.0257938192748288	0.0257938192748288	+1	SLC35D3,LAMP5,SLC5A7
GO:0030658	transport vesicle membrane	0.0258646915381199	0.0258646915381199	+1	SLC35D3,LAMP5,SLC5A7
GO:0019897	extrinsic component of plasma membrane	0.0295832963857416	0.0295832963857416	+1	CDH4,CDH19,CDH9,FERMT2,FARP1,FRK,CDH2,CDH11
GO:0016528	sarcoplasm	0.0338035693660269	0.0338035693660269	+1	MANF,ANK1,SLC8A3
GO:0031904	endosome lumen	0.0338129265763519	0.0338129265763519	+1	PRF1,CTSL,IL12A,APOB
GO:0005788	endoplasmic reticulum lumen	0.0338129265763519	0.0338129265763519	+1	AMBN,MANF,PTGS2,COL2A1,SPON1,STC2,SDC2,COL12A1,IL12A,ADAMTSL1,CDH2,APOB,ARSJ
GO:0032589	neuron projection membrane	0.0338129265763519	0.0338129265763519	+1	LAMP5,ANK1,SPTBN1
GO:0005901	caveola	0.0338918518988703	0.0338918518988703	+1	PTGS2,CAV1,ADRA1B,LRP6
GO:0045178	basal part of cell	0.0350193950579349	0.0350193950579349	+1	CALHM3,AQP10,ANK1,ITGA1,CAV1,CXADR,TJP1,ENPP1,CDH2,HPGD,SLC22A3,SLCO1B1,CADM1
GO:0030027	lamellipodium	0.0350193950579349	0.0350193950579349	+1	APBB2,FERMT2,PARVA,SORBS2,RAPH1,MCC,KITLG,PTPRM,CDH2,FAT1
GO:0030017	sarcomere	0.0370704770017026	0.0370704770017026	+1	REM1,MYO18B,TRIM63,ANK1,SPTBN1,FERMT2,PARVA,SORBS2
GO:0016327	apicolateral plasma membrane	0.0451772519629163	0.0451772519629163	+1	CXADR,TJP1,CDH2
GO:0034704	calcium channel complex	0.0467884672847132	0.0467884672847132	+1	CATSPER1,CACNA1I,SCN11A
GO:0009925	basal plasma membrane	0.0467884672847132	0.0467884672847132	+1	CALHM3,AQP10,ANK1,CAV1,CXADR,TJP1,ENPP1,CDH2,HPGD,SLC22A3,SLCO1B1,CADM1
GO:0030016	myofibril	0.0474004562156853	0.0474004562156853	+1	REM1,MYO18B,TRIM63,ANK1
GO:0042383	sarcolemma	0.0482155677101774	0.0482155677101774	+1	REM1,ANK1,SLC8A3,CAV1
GO:0005125	cytokine activity	0.000113147766910582	0.000113147766910582	+1	LTA,CMTM5,WNT9A,IL37,CCL3,IFNA4,IL24,IL36G
GO:0019838	growth factor binding	0.00326984242266554	0.00326984242266554	+1	COL2A1,NLRP7,NTRK2,GHR,KAZALD1,NRP1,TGFBR3,OSMR,PXDN,FGFR2,LIFR
GO:0005126	cytokine receptor binding	0.0043065047002625	0.0043065047002625	+1	CSH2,LTA,IL37,CCL3,IFNA4,IL36G,NTF4,CX3CL1,FERMT2,CXCL12,TGFBR3,KITLG,OSMR,PXDN,LIFR,IL12A
GO:0019955	cytokine binding	0.00555130422091853	0.00555130422091853	+1	NLRP7,ACKR3,SOST,CCR7,GHR,NRP1,TGFBR3,OSMR,PXDN,LIFR,IL12A
GO:0008083	growth factor activity	0.00790809839769783	0.00790809839769783	+1	CSH2,EPGN,AMBN,MANF,NTF4,CXCL12,FGF14,KITLG,BMP2,IL12A,BMP5,IGF1
GO:0008013	beta-catenin binding	0.0159927982224147	0.0159927982224147	+1	SKP1,CXADR,RORA,ESR1,TJP1,DACT2,PTPRK,CDH2
GO:0051117	ATPase binding	0.0235083668699066	0.0235083668699066	+1	ANK1,DNAJB1,CAV1,PTPN3,ESR1,PGR,ALDOB
GO:0034056	estrogen response element binding	0.0235083668699066	0.0235083668699066	+1	NR3C2,ESR1,PGR
GO:0015203	polyamine transmembrane transporter activity	0.0304713143180368	0.0304713143180368	+1	ATP13A4,SLC22A16,SLC22A3
GO:0044325	transmembrane transporter binding	0.0335703037879978	0.0335703037879978	+1	REM1,ANK1,CABP4,KCNAB3,CAV1
GO:1901681	sulfur compound binding	0.036996338641762	0.036996338641762	+1	SETD6,SOST,SFRP1,SMOC1,SMOC2,NRP1,TGFBR3,FGF14,N6AMT1,SULT2A1,ENPP1,FGFR2,APOB,GREM2
GO:0004879	nuclear receptor activity	0.036996338641762	0.036996338641762	+1	RORA,NR3C2,ESR1,NR1H4,PGR
GO:0005496	steroid binding	0.036996338641762	0.036996338641762	+1	CAV1,CYP2R1,RORA,NR3C2,ESR1,NR1H4,PGR
GO:0022836	gated channel activity	0.0379915237603528	0.0379915237603528	+1	CALHM3,P2RX6,CATSPER1,CACNA1I,SCN11A,GLRB,KCNAB3
GO:0098531	ligand-activated transcription factor activity	0.0384120343365929	0.0384120343365929	+1	RORA,NR3C2,ESR1,NR1H4,PGR
GO:0005201	extracellular matrix structural constituent	0.0412502327087102	0.0412502327087102	+1	ACAN,AMBN,COL2A1,TINAGL1,SPON1,LAMA4,THSD4,COL12A1,PXDN
GO:0005245	voltage-gated calcium channel activity	0.0432533853109887	0.0432533853109887	+1	CATSPER1,CACNA1I,SCN11A
GO:0001664	G protein-coupled receptor binding	0.0432533853109887	0.0432533853109887	+1	RLN3,WNT9A,INSL3,CCL3
GO:0005261	monoatomic cation channel activity	0.0447990960324148	0.0447990960324148	+1	CALHM3,P2RX6,CATSPER1,OTOP2,CACNA1I,SCN11A,KCNAB3
GO:0004725	protein tyrosine phosphatase activity	0.0447990960324148	0.0447990960324148	+1	PTPRG,PTPN3,MTMR7,EYA4,PTPRM,PTPRK,EYA1
GO:0017147	Wnt-protein binding	0.0482277164699429	0.0482277164699429	+1	WLS,LRP6,SFRP1
GO:0019199	transmembrane receptor protein kinase activity	0.0482277164699429	0.0482277164699429	+1	RET,AMHR2,NTRK2,NRP1,TGFBR3,FGFR2
GO:0015026	coreceptor activity	0.0482277164699429	0.0482277164699429	+1	ACKR3,LRP6,NRP1,TGFBR3,RGMB
GO:0140939	histone H4 methyltransferase activity	0.0482277164699429	0.0482277164699429	+1	PRDM6,N6AMT1,PRDM9
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	0.0482277164699429	0.0482277164699429	+1	PTPRG,PTPRM,PTPRK
GO:0005516	calmodulin binding	0.0482277164699429	0.0482277164699429	+1	REM1,SLC8A3,SPTBN1,GAP43,CAMK2D,CNN3,ESR1,TJP1,MYO1B,MYO6
GO:0005244	voltage-gated monoatomic ion channel activity	0.0482277164699429	0.0482277164699429	+1	CALHM3,CATSPER1,CACNA1I,SCN11A,KCNAB3
GO:0019198	transmembrane receptor protein phosphatase activity	0.0482277164699429	0.0482277164699429	+1	PTPRG,PTPRM,PTPRK
GO:0022832	voltage-gated channel activity	0.0484353941550058	0.0484353941550058	+1	CALHM3,CATSPER1,CACNA1I,SCN11A,KCNAB3
